0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,target
9.0,17.0,16.0,14.0,34.0,19.0,22.0,12.0,25.0,12.0,15.0,14.0,32.0,34.0,157.0,4.0,5.0,14.0,16.0,22.0,29.0,11.0,23.0,32.0,61.0,125.0,7.0,19.0,36.0,4.0,23.0,7.0,8.0,37.0,11.0,11.0,13.0,9.0,23.0,23.0,34.0,8.0,28.35,69.486,94.86,128.34,2.94918,4.18573,2.0216,1.83615,3.88752,1.97278,1.84054,3.41541,1.78761,1.36619,1.36559,1.56226,2.22241,2.07047,1.98493,2.0357,2.03484,2.39156,2.28416,1.4353,2.92837,1.51882,1.61794,1.40593,1.28553,0.0,0.0,2.24416,0.0,1.36405,2.92868,2.22447,2.38403,1.34952,1
11.0,11.0,18.0,15.0,38.0,22.0,22.0,40.0,54.0,36.0,16.0,74.0,21.0,81.0,78.0,20.0,24.0,16.0,16.0,80.0,91.0,34.0,70.0,28.0,23.0,40.0,18.0,28.0,24.0,13.0,16.0,5.0,8.0,44.0,22.0,11.0,19.0,20.0,29.0,22.0,24.0,11.0,26.2,68.598,95.88,2827.51,1.31274,1.75041,5.03785,4.66459,4.85458,4.2402,2.02119,3.29986,1.85348,2.86125,2.2862,3.3854,3.05558,2.90793,2.20454,2.64438,3.37127,4.9859,5.70534,1.56617,7.31706,2.59628,2.98981,4.49307,3.06903,2.86715,0.0,7.53884,2.95275,5.08545,13.7397,4.13778,4.2772,0.0,1
13.0,17.0,19.0,13.0,41.0,18.0,27.0,91.0,24.0,30.0,27.0,61.0,31.0,37.0,76.0,7.0,0.0,27.0,29.0,59.0,94.0,8.0,30.0,91.0,45.0,4.0,15.0,31.0,26.0,17.0,12.0,14.0,9.0,60.0,16.0,16.0,19.0,25.0,23.0,20.0,18.0,10.0,27.35,85.914,151.062,1115.69,2.19559,3.02353,6.31039,3.73227,4.68507,3.85666,0.0,5.71841,0.0,1.5974,1.66628,2.83911,3.57261,3.36353,3.31901,0.0,2.40822,3.40123,3.87395,1.43257,5.22414,2.63635,3.25925,1.61104,0.0,4.90252,2.29099,0.0,3.29272,6.19437,2.79196,2.7925,3.11471,1.23056,1
8.0,8.0,4.0,14.0,18.0,28.0,22.0,22.0,19.0,35.0,41.0,29.0,36.0,6.0,2.0,6.0,22.0,1.0,10.0,46.0,34.0,7.0,68.0,60.0,249.0,24.0,6.0,54.0,186.0,13.0,10.0,8.0,10.0,31.0,10.0,10.0,13.0,4.0,15.0,17.0,17.0,12.0,9.85,46.842,60.18,72.54,0.0,1.27478,3.09077,3.27656,2.6279,8.28488,1.61876,2.20854,1.81206,1.9451,2.46142,2.92193,1.46998,1.62243,1.5229,0.0,1.5223,2.12737,2.23205,1.39119,3.82005,1.56271,1.278,1.99582,1.57293,0.0,0.0,1.5907,0.0,1.19217,1.93487,2.57269,2.78673,2.63624,1
8.0,13.0,9.0,15.0,22.0,27.0,16.0,6.0,31.0,37.0,26.0,14.0,25.0,21.0,18.0,26.0,9.0,25.0,20.0,35.0,81.0,12.0,14.0,17.0,24.0,0.0,13.0,25.0,57.0,13.0,18.0,10.0,7.0,41.0,12.0,15.0,19.0,4.0,14.0,14.0,19.0,15.0,21.65,92.796,171.36,88.04,0.0,0.0,3.48328,4.22206,2.09999,6.50148,0.0,2.55367,0.0,1.38339,1.47304,1.79029,1.54885,1.54983,0.0,0.0,1.63198,1.83261,2.04658,0.0,3.64103,1.26437,1.35864,0.0,0.0,0.0,0.0,9.34403,0.0,1.22198,2.04607,3.35851,3.89088,1.56727,1
16.0,14.0,23.0,15.0,15.0,6.0,17.0,12.0,21.0,18.0,26.0,14.0,39.0,26.0,36.0,21.0,18.0,30.0,13.0,10.0,15.0,18.0,26.0,26.0,70.0,149.0,15.0,13.0,29.0,17.0,16.0,6.0,8.0,57.0,7.0,5.0,12.0,4.0,17.0,17.0,25.0,12.0,30.65,101.454,35.7,45.508,0.0,0.0,0.0,1.0138,0.0,1.01115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35188,0.0,0.0,1.18708,1.11741,0.0,1
14.0,14.0,15.0,17.0,26.0,13.0,21.0,8.0,20.0,7.0,30.0,14.0,21.0,14.0,43.0,24.0,42.0,28.0,10.0,11.0,23.0,7.0,9.0,80.0,46.0,36.0,18.0,25.0,30.0,25.0,15.0,10.0,9.0,46.0,7.0,10.0,12.0,2.0,24.0,18.0,25.0,11.0,31.6,79.92,48.96,44.578,0.0,0.0,0.0,0.0,1.29738,1.22803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21195,1.14888,0.0,1
15.0,23.0,23.0,22.0,21.0,29.0,24.0,20.0,46.0,21.0,15.0,7.0,15.0,38.0,197.0,8.0,14.0,40.0,19.0,19.0,25.0,14.0,37.0,76.0,69.0,32.0,17.0,37.0,43.0,3.0,16.0,13.0,8.0,51.0,7.0,12.0,16.0,1.0,17.0,24.0,24.0,10.0,43.5,59.94,36.516,29.14,0.0,0.0,0.0,1.3117,1.38768,1.15224,1.32602,0.0,1.42074,1.29907,0.0,0.0,0.0,0.0,0.0,0.0,1.42655,1.29995,0.0,0.0,1.17638,0.0,1.1646,1.38593,0.0,0.0,0.0,1.63359,0.0,1.38332,0.0,1.63165,1.6519,0.0,1
12.0,13.0,15.0,13.0,12.0,16.0,13.0,0.0,8.0,11.0,6.0,29.0,16.0,29.0,20.0,33.0,10.0,16.0,12.0,5.0,18.0,10.0,28.0,26.0,23.0,28.0,8.0,11.0,22.0,11.0,11.0,9.0,8.0,34.0,4.0,7.0,7.0,3.0,15.0,17.0,18.0,9.0,25.45,69.93,26.52,79.98,0.0,0.0,0.0,0.0,1.29233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19.0,21.0,25.0,19.0,34.0,24.0,34.0,15.0,26.0,26.0,30.0,29.0,25.0,87.0,282.0,37.0,4.0,15.0,22.0,59.0,58.0,11.0,70.0,52.0,29.0,32.0,14.0,35.0,45.0,13.0,13.0,7.0,11.0,42.0,11.0,11.0,22.0,12.0,30.0,28.0,24.0,13.0,34.9,59.94,81.294,379.316,0.0,0.0,9.03252,5.62964,3.68654,2.44535,3.01165,6.24473,2.10955,1.69042,3.1934,4.42104,1.55218,0.0,0.0,0.0,1.8585,4.51471,4.56548,0.0,3.01296,2.08927,2.41553,1.85609,0.0,2.34462,0.0,1.92488,0.0,1.28492,4.22979,4.79441,4.56725,1.23555,1
15.0,23.0,24.0,22.0,20.0,18.0,20.0,7.0,27.0,22.0,21.0,58.0,22.0,45.0,35.0,32.0,45.0,24.0,23.0,26.0,28.0,12.0,96.0,45.0,33.0,60.0,12.0,23.0,47.0,7.0,12.0,9.0,9.0,37.0,9.0,9.0,20.0,5.0,20.0,27.0,26.0,11.0,33.8,32.412,35.7,53.94,0.0,0.0,0.0,0.0,0.0,1.0922,0.0,0.0,0.0,0.0,0.0,0.0,1.48582,0.0,0.0,0.0,0.0,1.28223,1.19368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0935,0.0,1
12.0,15.0,10.0,13.0,27.0,48.0,45.0,16.0,32.0,67.0,59.0,7.0,35.0,19.0,28.0,37.0,6.0,49.0,26.0,138.0,169.0,10.0,52.0,107.0,304.0,52.0,17.0,89.0,196.0,25.0,15.0,11.0,11.0,42.0,15.0,16.0,15.0,3.0,19.0,24.0,23.0,12.0,20.45,54.39,107.1,88.04,2.22383,1.37745,1.87057,2.56968,2.1719,4.3677,0.0,2.29495,0.0,1.48206,1.79893,3.41659,0.0,0.0,0.0,0.0,0.0,1.43225,1.65088,0.0,2.07329,0.0,0.0,0.0,0.0,1.98583,0.0,1.62705,0.0,0.0,0.0,1.86576,1.84848,1.5073,1
17.0,12.0,16.0,21.0,8.0,53.0,22.0,2.0,43.0,75.0,101.0,29.0,9.0,33.0,20.0,41.0,33.0,68.0,16.0,138.0,44.0,5.0,33.0,126.0,233.0,16.0,15.0,242.0,473.0,7.0,14.0,11.0,9.0,31.0,13.0,18.0,19.0,3.0,23.0,23.0,18.0,7.0,8.3,68.82,51.0,145.7,0.0,0.0,2.717,2.39825,2.0756,5.90448,0.0,1.86194,2.90861,2.38436,1.47761,1.80869,1.80205,1.77171,1.69596,0.0,1.75132,1.46104,1.50709,1.67653,3.17454,1.48503,1.41937,0.0,0.0,1.89612,0.0,1.96614,0.0,1.22517,2.09666,1.95661,2.24734,1.14781,1
16.0,23.0,24.0,17.0,26.0,17.0,13.0,5.0,41.0,8.0,17.0,36.0,36.0,28.0,33.0,10.0,39.0,42.0,18.0,17.0,22.0,2.0,30.0,51.0,75.0,44.0,12.0,27.0,24.0,11.0,21.0,8.0,6.0,37.0,6.0,6.0,9.0,5.0,30.0,26.0,25.0,17.0,33.65,28.86,25.296,71.92,0.0,0.0,0.0,1.25919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
16.0,13.0,21.0,15.0,21.0,29.0,24.0,17.0,17.0,18.0,30.0,29.0,17.0,35.0,243.0,11.0,25.0,29.0,7.0,30.0,57.0,15.0,40.0,44.0,39.0,76.0,13.0,19.0,36.0,9.0,17.0,7.0,9.0,37.0,12.0,14.0,15.0,4.0,24.0,19.0,20.0,10.0,24.7,54.39,72.42,611.01,1.39286,1.55244,6.43416,3.59642,2.56089,3.57063,5.7563,3.95101,12.8035,8.04152,1.44776,1.56201,2.23396,2.28826,1.96958,2.03383,2.19731,4.1803,3.45872,0.0,3.42753,5.81981,7.12545,1.5969,0.0,2.72345,0.0,5.18853,0.0,1.25034,3.91794,3.37089,3.60683,0.0,1
16.0,22.0,22.0,18.0,26.0,26.0,29.0,25.0,15.0,34.0,13.0,14.0,36.0,46.0,41.0,17.0,34.0,10.0,26.0,28.0,26.0,12.0,44.0,54.0,43.0,32.0,19.0,21.0,21.0,13.0,23.0,12.0,8.0,45.0,8.0,13.0,17.0,4.0,22.0,22.0,28.0,12.0,36.45,89.91,102.0,80.6,0.0,0.0,0.0,1.68276,1.6799,1.63938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52283,1.44965,0.0,1.2135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48779,0.0,2.54329,2.40142,1.29387,1
14.0,17.0,26.0,14.0,37.0,26.0,11.0,25.0,26.0,25.0,26.0,14.0,35.0,54.0,52.0,12.0,17.0,42.0,12.0,16.0,22.0,8.0,4.0,82.0,88.0,48.0,13.0,14.0,27.0,29.0,18.0,10.0,10.0,61.0,10.0,7.0,12.0,4.0,21.0,22.0,27.0,13.0,40.05,71.04,30.6,44.516,0.0,0.0,0.0,0.0,0.0,1.10137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21315,0.0,1.78663,1.71883,0.0,1
13.0,18.0,21.0,15.0,18.0,27.0,21.0,10.0,24.0,29.0,34.0,22.0,18.0,55.0,43.0,44.0,4.0,37.0,13.0,32.0,41.0,12.0,85.0,30.0,39.0,52.0,12.0,18.0,34.0,13.0,20.0,9.0,7.0,37.0,10.0,10.0,11.0,4.0,19.0,18.0,23.0,10.0,38.5,46.842,64.26,106.268,0.0,0.0,1.77119,1.4779,1.25552,1.71832,0.0,0.0,0.0,0.0,1.23144,1.45255,0.0,0.0,0.0,0.0,1.46564,1.3042,1.38075,0.0,0.0,0.0,0.0,1.40158,0.0,0.0,0.0,0.0,0.0,1.17886,0.0,1.48229,1.40994,0.0,1
